food_name,food_info
Madu,"Air 20.00 g, Energi 294.00 kkal, Protein 0.30 g, Lemak total 0.00 g, Karbohidrat total 79.50 g, Abu 0.20 g, Natrium 6.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
MAESTRO MAYONAISE,"Energi 90.00 kkal, Natrium 210.00 mg, Jumlah Sajian Per Kemasan 4.00 , Protein 0.00 g, Karbohidrat total 2.00 g, Lemak total 9.00 g"
Maggi Magic Lezat Bumbu Penyedap,"Energi 5.00 kkal, Natrium 970.00 mg, Jumlah Sajian Per Kemasan 2.00 , Jumlah Per Sajian 1.00 sachet, Protein 1.00 g, Karbohidrat total 1.00 g, Takaran Saji 3.50 g, Lemak total 0.00 g"
"Maizena, tepung","Air 14.00 g, Energi 341.00 kkal, Protein 0.30 g, Lemak total 0.00 g, Karbohidrat total 85.00 g, Abu 0.70 g, Natrium 6.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Makaroni, mentah","Air 11.70 g, Energi 353.00 kkal, Protein 8.70 g, Lemak total 0.40 g, Karbohidrat total 78.70 g, Abu 2.50 g, Natrium 5.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Malase,"Air 21.20 g, Energi 276.00 kkal, Protein 0.00 g, Lemak total 0.10 g, Karbohidrat total 71.00 g, Abu 7.70 g, Natrium 14.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Malkist Roma Rasa Abon,"Energi 80.00 kkal, Natrium 115.00 mg, Jumlah Sajian Per Kemasan 7.00 , Protein 4.00 g, Karbohidrat total 3.00 g, Lemak total 3.00 g"
mama suka pancake mix original,"Energi 90.00 kkal, Natrium 195.00 mg, Jumlah Sajian Per Kemasan 9.00 , Protein 2.00 g, Karbohidrat total 15.00 g, Lemak total 2.00 g"
"Mama Suka Rumput Laut  Panggang, Pedas","Energi 25.00 kkal, Natrium 65.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 1.00 g, Karbohidrat total 1.00 g, Takaran Saji 4.50 g, Lemak total 2.00 g"
Mama Suka Sup Krim Ayam,"Energi 60.00 kkal, Natrium 650.00 mg, Jumlah Sajian Per Kemasan 4.00 �, Jumlah Per Sajian 0.25 bungkus, Protein 1.00 g, Karbohidrat total 10.00 g, Takaran Saji 15.00 g, Lemak total 1.50 g"
MAMA SUKA SUP KRIM JAMUR,"Energi 60.00 kkal, Natrium 600.00 mg, Jumlah Sajian Per Kemasan 4.00 , Protein 1.00 g, Karbohidrat total 9.00 g, Lemak total 2.00 g"
Mamasuka Sup Krim Jagung,"Energi 60.00 kkal, Natrium 530.00 mg, Jumlah Sajian Per Kemasan 4.00 �, Jumlah Per Sajian 0.25 bungkus, Protein 0.00 g, Karbohidrat total 9.00 g, Takaran Saji 15.00 g, Lemak total 1.00 g"
Mamasuka Sup Krim Jamur,"Energi 60.00 kkal, Natrium 500.00 mg, Jumlah Sajian Per Kemasan 4.00 �, Jumlah Per Sajian 0.25 bungkus, Protein 1.00 g, Karbohidrat total 9.00 g, Takaran Saji 15.00 g, Lemak total 2.00 g"
Manan samin,"Air 27.10 g, Energi 379.00 kkal, Protein 3.40 g, Lemak total 18.10 g, Karbohidrat total 50.60 g, Abu 0.80 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Mangga benggala, segar","Air 84.40 g, Energi 63.00 kkal, Protein 2.40 g, Lemak total 0.40 g, Karbohidrat total 12.40 g, Abu 0.40 g, Natrium 3.00 mg, B-Karoten 10.00 mcg, Karoten total 0.00 mcg"
"Mangga gedung, segar","Air 87.40 g, Energi 44.00 kkal, Protein 0.70 g, Lemak total 0.20 g, Karbohidrat total 11.20 g, Abu 0.50 g, Natrium 2.00 mg, B-Karoten 113.00 mcg, Karoten total 16400.00 mcg"
"Mangga golek, segar","Air 82.20 g, Energi 63.00 kkal, Protein 0.50 g, Lemak total 0.20 g, Karbohidrat total 16.70 g, Abu 0.40 g, Natrium 3.00 mg, B-Karoten 160.00 mcg, Karoten total 3715.00 mcg"
"Mangga harumanis, segar","Air 86.60 g, Energi 46.00 kkal, Protein 0.40 g, Lemak total 0.20 g, Karbohidrat total 11.90 g, Abu 0.80 g, Natrium 2.00 mg, B-Karoten 120.00 mcg, Karoten total 1200.00 mcg"
"Mangga indramayu, segar","Air 80.20 g, Energi 72.00 kkal, Protein 0.80 g, Lemak total 0.20 g, Karbohidrat total 18.70 g, Abu 0.10 g, Natrium 3.00 mg, B-Karoten 178.00 mcg, Karoten total 2900.00 mcg"
"Mangga kopek, segar","Air 84.50 g, Energi 56.00 kkal, Protein 0.40 g, Lemak total 0.20 g, Karbohidrat total 14.60 g, Abu 0.30 g, Natrium 2.00 mg, B-Karoten 139.00 mcg, Karoten total 6520.00 mcg"
"Mangga kwini, segar","Air 78.60 g, Energi 86.00 kkal, Protein 0.70 g, Lemak total 0.50 g, Karbohidrat total 19.80 g, Abu 0.40 g, Natrium 1.00 mg, B-Karoten 932.00 mcg, Karoten total 0.00 mcg"
"Mangga manalagi, segar","Air 66.50 g, Energi 133.00 kkal, Protein 1.00 g, Lemak total 0.10 g, Karbohidrat total 32.10 g, Abu 0.30 g, Natrium 70.00 mg, B-Karoten 4.00 mcg, Karoten total 0.00 mcg"
"Mangga muda, segar","Air 83.70 g, Energi 59.00 kkal, Protein 0.50 g, Lemak total 0.40 g, Karbohidrat total 15.10 g, Abu 0.30 g, Natrium 2.00 mg, B-Karoten 146.00 mcg, Karoten total 85.00 mcg"
"Mangga, segar","Air 86.60 g, Energi 52.00 kkal, Protein 0.70 g, Lemak total 0.00 g, Karbohidrat total 12.30 g, Abu 0.20 g, Natrium 3.00 mg, B-Karoten 316.00 mcg, Karoten total 0.00 mcg"
"Manggis, segar","Air 83.00 g, Energi 63.00 kkal, Protein 0.60 g, Lemak total 0.60 g, Karbohidrat total 15.60 g, Abu 0.20 g, Natrium 10.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Margarin Forvita,"Energi 70.00 kkal, Natrium 95.00 mg, Jumlah Sajian Per Kemasan 22.00 �, Jumlah Per Sajian 2.00 sendok makan, Protein 0.00 g, Karbohidrat total 0.00 g, Takaran Saji 9.00 g, Lemak total 7.00 g"
margarin krim rasa BBQ,"Energi 60.00 kkal, Natrium 280.00 mg, Jumlah Sajian Per Kemasan 20.00 , Jumlah Per Sajian 0.05 bungkus, Protein 0.00 g, Karbohidrat total 0.00 g, Takaran Saji 10.00 g, Lemak total 7.00 g"
Margarin Palmia,"Energi 60.00 kkal, Natrium 75.00 mg, Jumlah Sajian Per Kemasan 22.00 �, Jumlah Per Sajian 1.00 sachet, Protein 0.00 g, Karbohidrat total 0.00 g, Takaran Saji 9.00 g, Lemak total 7.00 g"
Margarine,"Air 15.50 g, Energi 720.00 kkal, Protein 0.60 g, Lemak total 81.00 g, Karbohidrat total 0.40 g, Abu 2.50 g, Natrium 760.00 mg, B-Karoten 633.00 mcg, Karoten total 0.00 mcg"
Margarine ForVITA,"Energi 70.00 kkal, Natrium 95.00 mg, Jumlah Sajian Per Kemasan 28.00 �, Jumlah Per Sajian 1.00 mangkuk/cup, Protein 0.00 g, Karbohidrat total 0.00 g, Takaran Saji 9.00 g, Lemak total 7.00 g"
Marie salut cokelat,"Energi 90.00 kkal, Natrium 35.00 mg, Jumlah Sajian Per Kemasan 5.00 �, Jumlah Per Sajian 1.00 bungkus, Protein 1.00 g, Karbohidrat total 13.00 g, Takaran Saji 18.00 g, Lemak total 3.50 g"
Markisa squash,"Air 46.70 g, Energi 217.00 kkal, Protein 2.50 g, Lemak total 1.00 g, Karbohidrat total 49.60 g, Abu 0.20 g, Natrium 14.00 mg, B-Karoten 23.00 mcg, Karoten total 75.00 mcg"
"Markisa squash, BD","Air 74.40 g, Energi 104.00 kkal, Protein 1.20 g, Lemak total 0.50 g, Karbohidrat total 23.70 g, Abu 0.20 g, Natrium 40.00 mg, B-Karoten 7.00 mcg, Karoten total 40.00 mcg"
"Markisa, segar","Air 64.70 g, Energi 144.00 kkal, Protein 3.50 g, Lemak total 1.20 g, Karbohidrat total 29.80 g, Abu 0.80 g, Natrium 37.00 mg, B-Karoten 969.00 mcg, Karoten total 691.00 mcg"
Martabak india,"Air 65.80 g, Energi 153.00 kkal, Protein 4.50 g, Lemak total 4.20 g, Karbohidrat total 24.30 g, Abu 1.20 g, Natrium 240.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Martabak manis,"Energi 270.00 kkal, Natrium 225.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 potong, Protein 7.01 g, Karbohidrat total 37.37 g, Takaran Saji 100.00 g, Lemak total 11.31 g"
Martabak mesir,"Air 40.20 g, Energi 278.00 kkal, Protein 5.10 g, Lemak total 8.60 g, Karbohidrat total 45.00 g, Abu 1.10 g, Natrium 193.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Martabak Telur,"Energi 203.00 kkal, Natrium 148.00 mg, Jumlah Sajian Per Kemasan 12.00 �, Protein 10.89 g, Karbohidrat total 20.38 g, Lemak total 8.45 g"
Masekat,"Air 15.60 g, Energi 369.00 kkal, Protein 2.10 g, Lemak total 7.00 g, Karbohidrat total 74.10 g, Abu 0.80 g, Natrium 141.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Matcha Tea Latte,"Energi 190.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 gelas, Protein 6.50 g, Karbohidrat total 31.50 g, Takaran Saji 500.00 ml, Lemak total 4.00 g"
"Matoa, segar","Air 76.50 g, Energi 90.00 kkal, Protein 1.20 g, Lemak total 0.10 g, Karbohidrat total 21.10 g, Abu 1.10 g, Natrium 10.00 mg, B-Karoten 2.00 mcg, Karoten total 0.00 mcg"
Maxtea lemon tea,"Energi 100.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 50.00 �, Jumlah Per Sajian 1.00 sachet, Protein 0.00 g, Karbohidrat total 25.00 g, Takaran Saji 25.00 g, Lemak total 0.00 g"
Maxtea tarik,"Energi 120.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 50.00 �, Jumlah Per Sajian 1.00 sachet, Protein 1.00 g, Karbohidrat total 21.00 g, Takaran Saji 2.00 g, Lemak total 3.00 g"
Maya Chunks Tuna In Vegetable Oil,"Energi 60.00 kkal, Natrium 150.00 mg, Jumlah Sajian Per Kemasan 4.00 , Jumlah Per Sajian 0.25 kaleng, Protein 4.00 g, Karbohidrat total 2.00 g, Takaran Saji 40.00 g, Lemak total 4.50 g"
mayasi koro koro,"Energi 120.00 kkal, Natrium 130.00 mg, Jumlah Sajian Per Kemasan 3.00 �, Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 12.00 g, Takaran Saji 25.00 g, Lemak total 5.00 g"
Mayonaise,"Energi 680.00 kkal, Natrium 635.00 mg, Jumlah Sajian Per Kemasan 1.00 �, Jumlah Per Sajian 1.00 botol, Protein 1.00 g, Karbohidrat total 0.60 g, Takaran Saji 100.00 g, Lemak total 75.00 g"
Mayonnaise,"Energi 103.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok makan, Protein 0.00 g, Karbohidrat total 0.04 g, Takaran Saji 15.00 g, Lemak total 11.67 g"
Mayumi saus creamy serbaguna rasa pedas (180 g,"Energi 100.00 kkal, Natrium 270.00 mg, Jumlah Sajian Per Kemasan 9.00 , Jumlah Per Sajian 0.10 sendok teh, Protein 0.00 g, Karbohidrat total 3.00 g, Takaran Saji 20.00 g, Lemak total 10.00 g"
Mcdonald Apple pie,"Energi 230.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 2.00 g, Karbohidrat total 32.00 g, Takaran Saji 77.00 g, Lemak total 10.00 g"
Mcdonald Big mac burger,"Energi 540.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 25.00 g, Karbohidrat total 46.00 g, Takaran Saji 215.00 g, Lemak total 28.00 g"
Mcdonald Cheeseburger,"Energi 300.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 biji, Protein 15.00 g, Karbohidrat total 33.00 g, Takaran Saji 0.00 g, Lemak total 12.00 g"
Mcdonald Double cheeseburger,"Energi 430.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 biji, Protein 25.00 g, Karbohidrat total 35.00 g, Takaran Saji 0.00 g, Lemak total 21.00 g"
Mcdonald Eeg  mcmuffin,"Energi 300.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 18.00 g, Karbohidrat total 30.00 g, Takaran Saji 138.00 g, Lemak total 12.00 g"
Mcdonald Hamburge,"Energi 250.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 biji, Protein 13.00 g, Karbohidrat total 31.00 g, Takaran Saji 0.00 g, Lemak total 8.00 g"
Mcdonald Hotcakes,"Energi 600.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 102.00 g, Takaran Saji 151.00 g, Lemak total 16.00 g"
Mcdonald kentang gorengg / french fries,"Energi 340.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 4.00 g, Karbohidrat total 44.00 g, Takaran Saji 117.00 g, Lemak total 16.00 g"
Mcdonald Mc double,"Energi 380.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 23.00 g, Karbohidrat total 34.00 g, Takaran Saji 0.00 g, Lemak total 18.00 g"
Mcdonald Mcnugget,"Energi 270.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 6.00 potong, Protein 15.00 g, Karbohidrat total 16.00 g, Takaran Saji 97.00 g, Lemak total 16.00 g"
Mcdonald Sausage Mcmuffin,"Energi 400.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 buah, Protein 14.00 g, Karbohidrat total 29.00 g, Takaran Saji 114.00 g, Lemak total 25.00 g"
Mcdonald Triple cheeseburger,"Energi 520.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 biji, Protein 32.00 g, Karbohidrat total 36.00 g, Takaran Saji 0.00 g, Lemak total 28.00 g"
Mcfloat,"Energi 107.00 kkal, Natrium 25.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 gelas, Protein 1.04 g, Karbohidrat total 1.36 g, Takaran Saji 360.00 ml, Lemak total 11.03 g"
MEEJU Classic Cheese,"Energi 370.00 kkal, Natrium 870.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 50.00 g, Takaran Saji 85.00 g, Lemak total 16.00 g"
Meiji Plain Crackers (isi 4 bungkus,"Energi 120.00 kkal, Natrium 125.00 mg, Jumlah Sajian Per Kemasan 4.00 , Protein 3.00 g, Karbohidrat total 19.00 g, Lemak total 3.50 g"
Meiji Plain Crackers with Oat,"Energi 120.00 kkal, Natrium 120.00 mg, Jumlah Sajian Per Kemasan 4.00 , Protein 3.00 g, Karbohidrat total 19.00 g, Lemak total 3.50 g"
Meises coklat,"Energi 120.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok takar, Protein 0.00 g, Karbohidrat total 20.00 g, Takaran Saji 25.00 g, Lemak total 4.00 g"
Melinjo emping tebal goreng asin,"Air 8.00 g, Energi 431.00 kkal, Protein 11.10 g, Lemak total 16.20 g, Karbohidrat total 63.00 g, Abu 1.60 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Melinjo emping tebal goreng manis,"Air 5.60 g, Energi 439.00 kkal, Protein 10.00 g, Lemak total 16.40 g, Karbohidrat total 65.70 g, Abu 2.30 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Melinjo emping tipis goreng,"Air 3.30 g, Energi 485.00 kkal, Protein 11.50 g, Lemak total 24.50 g, Karbohidrat total 59.10 g, Abu 1.50 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Melinjo segar,"Air 80.00 g, Energi 66.00 kkal, Protein 5.00 g, Lemak total 0.70 g, Karbohidrat total 13.30 g, Abu 1.00 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 1000.00 mcg"
"Melon, segar","Air 90.80 g, Energi 37.00 kkal, Protein 0.60 g, Lemak total 0.40 g, Karbohidrat total 7.80 g, Abu 0.50 g, Natrium 27.00 mg, B-Karoten 1.00 mcg, Karoten total 0.00 mcg"
"Menjangan, daging, dendeng, mentah","Air 14.30 g, Energi 322.00 kkal, Protein 55.80 g, Lemak total 2.00 g, Karbohidrat total 22.70 g, Abu 5.30 g, Natrium 765.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Mentega,"Air 16.00 g, Energi 742.00 kkal, Protein 0.50 g, Lemak total 81.60 g, Karbohidrat total 1.40 g, Abu 1.90 g, Natrium 653.00 mg, B-Karoten 155.00 mcg, Karoten total 0.00 mcg"
"Menteng, segar","Air 79.00 g, Energi 65.00 kkal, Protein 1.70 g, Lemak total 0.25 g, Karbohidrat total 16.10 g, Abu 2.90 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
"Merica, kering","Air 12.90 g, Energi 365.00 kkal, Protein 11.50 g, Lemak total 6.80 g, Karbohidrat total 64.40 g, Abu 4.40 g, Natrium 4.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Mi ABC cup baso sapi,"Energi 290.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 7.00 g, Karbohidrat total 34.00 g, Takaran Saji 60.00 g, Lemak total 13.00 g"
Mi ABC cup mi ayam jamur,"Energi 390.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 7.00 g, Karbohidrat total 45.00 g, Takaran Saji 80.00 g, Lemak total 20.00 g"
Mi ABC cup soto ayam,"Energi 280.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 7.00 g, Karbohidrat total 34.00 g, Takaran Saji 60.00 g, Lemak total 13.00 g"
Mi basah,"Energi 88.00 kkal, Lemak total 3.30 g, Protein 0.60 g, Karbohidrat total 14.00 g, Natrium 63.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 80.00 g, Abu 2.10 g"
Mi golosor,"Air 82.90 g, Energi 71.00 kkal, Protein 0.20 g, Lemak total 0.80 g, Karbohidrat total 15.90 g, Abu 0.20 g, Natrium 0.00 mg, B-Karoten 0.00 mcg, Karoten total 112.00 mcg"
MI INSTAN GORENG MERK GIANT,"Energi 330.00 kkal, Natrium 910.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 6.00 g, Karbohidrat total 43.00 g, Lemak total 15.00 g"
Mi kering,"Energi 339.00 kkal, Lemak total 1.70 g, Protein 10.00 g, Karbohidrat total 6.30 g, Natrium 760.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg, Air 10.60 g, Abu 1.40 g"
Mi sedaap cup mi goreng,"Energi 390.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 6.00 g, Karbohidrat total 52.00 g, Takaran Saji 85.00 g, Lemak total 18.00 g"
Mi sedap cup  mi kuah baso,"Energi 350.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 8.00 g, Karbohidrat total 45.00 g, Takaran Saji 77.00 g, Lemak total 15.00 g"
Mi sedap cup mie goreng,"Energi 390.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 6.00 g, Karbohidrat total 52.00 g, Takaran Saji 85.00 g, Lemak total 18.00 g"
Mi sedap cup mie kuah soto,"Energi 370.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 8.00 g, Karbohidrat total 48.00 g, Takaran Saji 81.00 g, Lemak total 16.00 g"
mi telur cap 3 ayam mie bulat,"Energi 240.00 kkal, Natrium 490.00 mg, Jumlah Sajian Per Kemasan 3.00 �, Jumlah Per Sajian 22.30 bungkus, Protein 7.00 g, Karbohidrat total 51.00 g, Takaran Saji 67.00 g, Lemak total 0.00 g"
Mie aceh rebus,"Air 74.60 g, Energi 113.00 kkal, Protein 3.00 g, Lemak total 3.20 g, Karbohidrat total 18.10 g, Abu 1.10 g, Natrium 191.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Mie ayam,"Air 78.60 g, Energi 102.00 kkal, Protein 6.20 g, Lemak total 3.90 g, Karbohidrat total 10.50 g, Abu 0.80 g, Natrium 279.00 mg, B-Karoten 0.00 mcg, Karoten total 166.00 mcg"
Mie bakso,"Air 74.50 g, Energi 114.00 kkal, Protein 5.30 g, Lemak total 3.00 g, Karbohidrat total 16.40 g, Abu 0.80 g, Natrium 760.00 mg, B-Karoten 0.00 mcg, Karoten total 180.00 mcg"
Mie bendo,"Air 11.50 g, Energi 353.00 kkal, Protein 0.30 g, Lemak total 0.00 g, Karbohidrat total 88.00 g, Abu 0.20 g, Natrium 9.00 mg, B-Karoten 2.00 mcg, Karoten total 0.00 mcg"
Mie celon,"Air 75.90 g, Energi 102.00 kkal, Protein 3.00 g, Lemak total 2.10 g, Karbohidrat total 17.80 g, Abu 1.20 g, Natrium 451.00 mg, B-Karoten 0.00 mcg, Karoten total 0.00 mcg"
Mie gaga,"Energi 330.00 kkal, Natrium 240.00 mg, Jumlah Sajian Per Kemasan 75.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 9.00 g, Karbohidrat total 45.00 g, Takaran Saji 75.00 g, Lemak total 13.00 g"
Mie Gaga Goreng Lada Hitam,"Energi 390.00 kkal, Natrium 1150.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 9.00 g, Karbohidrat total 53.00 g, Lemak total 16.00 g"
Mie kering,"Energi 138.00 kkal, Natrium 5.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 4.50 g, Karbohidrat total 25.00 g, Takaran Saji 100.00 g, Lemak total 2.10 g"
Mie Lemonilo ayam bawang,"Energi 267.00 kkal, Natrium 948.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 49.00 g, Takaran Saji 70.00 g, Lemak total 4.00 g"
Mie Lemonilo kari ayam,"Energi 270.00 kkal, Natrium 1036.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 48.00 g, Takaran Saji 70.00 g, Lemak total 5.00 g"
Mie Lemonilo mie goreng,"Energi 300.00 kkal, Natrium 940.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 53.00 g, Takaran Saji 77.00 g, Lemak total 6.00 g"
Mie pangsit basah,"Air 79.20 g, Energi 105.00 kkal, Protein 5.90 g, Lemak total 4.90 g, Karbohidrat total 9.40 g, Abu 0.70 g, Natrium 530.00 mg, B-Karoten 0.00 mcg, Karoten total 620.00 mcg"
Mie Sagu,"Air 52.80 g, Energi 190.00 kkal, Protein 0.20 g, Lemak total 0.40 g, Karbohidrat total 46.50 g, Abu 0.10 g, Natrium 10.00 mg, B-Karoten 2.00 mcg, Karoten total 0.00 mcg"
Mie Sedaap baso spesial,"Energi 340.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 47.00 g, Takaran Saji 77.00 g, Lemak total 13.00 g"
Mie Sedaap Cup Mi Kuah Bakso,"Energi 350.00 kkal, Natrium 1070.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 8.00 g, Karbohidrat total 45.00 g, Takaran Saji 77.00 g, Lemak total 15.00 g"
Mie Sedaap Cup Mi Kuah Soto,"Energi 370.00 kkal, Natrium 1070.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 mangkuk/cup, Protein 8.00 g, Karbohidrat total 48.00 g, Takaran Saji 85.00 g, Lemak total 16.00 g"
Mie Sedaap instan rasa kari spesial,"Energi 150.00 kkal, Natrium 1060.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 sendok teh, Protein 8.00 g, Karbohidrat total 8.00 g, Takaran Saji 76.00 g, Lemak total 14.00 g"
Mie Sedaap instan white curry,"Energi 360.00 kkal, Natrium 840.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 50.00 g, Takaran Saji 81.00 g, Lemak total 14.00 g"
Mie Sedaap Instant Rasa Soto 75 g,"Energi 340.00 kkal, Natrium 1030.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 46.00 g, Takaran Saji 75.00 g, Lemak total 13.00 g"
Mie sedaap kari spesial,"Energi 340.00 kkal, Natrium 0.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 8.00 g, Karbohidrat total 48.00 g, Takaran Saji 76.00 g, Lemak total 13.00 g"
Mie Sedaap selection korean sicy soup,"Energi 350.00 kkal, Natrium 1190.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 10.00 g, Karbohidrat total 48.00 g, Takaran Saji 77.00 g, Lemak total 13.00 g"
mie sedaap tasty,"Energi 590.00 kkal, Natrium 810.00 mg, Jumlah Sajian Per Kemasan 1.00 , Protein 15.00 g, Karbohidrat total 84.00 g, Lemak total 22.00 g"
Mie sedap cup kuah baso spesial,"Energi 360.00 kkal, Natrium 820.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 9.00 g, Karbohidrat total 42.00 g, Takaran Saji 77.00 g, Lemak total 17.00 g"
Mie Sedap cup mi kuah rasa kari spesial,"Energi 371.00 kkal, Natrium 880.00 mg, Jumlah Sajian Per Kemasan 1.00 , Jumlah Per Sajian 1.00 bungkus, Protein 7.00 g, Karbohidrat total 45.00 g, Takaran Saji 81.00 g, Lemak total 16.00 g"
